# RYA-489 Section 6 replication-grade per-line data product
# Every value below is PROJECTED from a committed artifact; this
# file measures nothing. Regenerate with the generator named below.
# star: solar
# element: Fe
# Teff: 5772.0
# log_g: 4.438
# Fe_H: 0.0
# xi_microturb: 1.0
# params_source: GBS: Heiter+2015 (Teff/logg), Jofré+2014 ([Fe/H], ξ)
# reference_stack: py3.12 + numpy 2.x (RYA-517 reference stack)
# damping_source: synthesis
# replication_grade: yes
# gold_version: Fe_I=v5
# commit_sha: 5e22b3d06f6c8899d683b187d52664e6a0519e64
# input_commit: 5e22b3d06f6c8899d683b187d52664e6a0519e64
# litscan_anchor: best_external Amarsi et al. 2021 (A&A 653, A141) sigma_ext 0.04
# generated_utc: 2026-09-24T19:24:31+00:00
# generator_script: scripts/generate_perline_product.py
# invocation: ISPEC_DIR=/mnt/codex-data/engines/ispec_src ~/venv_rya1103/bin/python scripts/generate_perline_product.py --star solar --element Fe --damping-source synthesis   # Sirius: the GES damping needs iSpec
# sources: damping_source=synthesis; replication_grade=yes; linelist=linelist_solar.csv; canonical_gf=canonical_gf.csv; problem_children=problem_children.csv
# discovery: FEED-DRIVEN (RYA-1229): every published product in data/products/solar/Fe.json, resolved to its own per-line artifact through `provenance.copied_to` and gated on n_lines value-equality
# products_published: 160
# products_with_perline_evidence: 139
# products_unresolved: 21
#
# appendix_species: Fe II
# website_export: species-specific subset; source rows are unchanged
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,gf_source,gf_grade,gf_sigma_dex,damping_rad,damping_stark,damping_vdW,damping_form,hfs_isotope_note,band,holding,tier,selector,route,treatment,instrument,arm,method,ew_mA,reduced_ew,red_chi2,sigma_A_dex,sigma_A_basis,engine,scale,A_X_line,status,reason_code,reason_note
Fe,II,4385.377,2.778,-2.64,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,157.928,0.0589415663990657,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,8.357,in_aggregate,,
Fe,II,4416.819,2.778,-2.57,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,61.048,0.0707150401201504,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.55,in_aggregate,,
Fe,II,4508.28,2.856,-2.42,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,187.301,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,15.388,0.0341040061687601,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.591,in_aggregate,,
Fe,II,4522.628,2.844,-2.29,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,72.767,0.1160731193000217,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.995,in_aggregate,,
Fe,II,4549.466,2.828,-1.92,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.299,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,46.413,0.0735173208047523,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.69,in_aggregate,,
Fe,II,4583.829,2.807,-1.94,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,185.307,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,40.236,0.0504846735387557,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.186,in_aggregate,,
Fe,II,4233.162,2.583,-2.02,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.309,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,96.71,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,7.463,in_aggregate,,
Fe,II,4351.762,2.704,-1.95,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.302,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,63.349,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4385.377,2.778,-2.64,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,157.928,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4416.819,2.778,-2.57,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,61.048,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4508.28,2.856,-2.42,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,187.301,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,15.388,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4522.628,2.844,-2.29,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,72.767,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4549.466,2.828,-1.92,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.299,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,46.413,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4583.829,2.807,-1.94,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,185.307,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,40.236,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,7.185,in_aggregate,,
Fe,II,4233.162,2.583,-2.02,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.309,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,97.395,0.0418225070772753,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.477,in_aggregate,,
Fe,II,4351.762,2.704,-1.95,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.302,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,64.393,0.0922749076728098,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.071,in_aggregate,,
Fe,II,4385.377,2.778,-2.64,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,159.644,0.0672749274779941,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,8.4,in_aggregate,,
Fe,II,4416.819,2.778,-2.57,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,62.026,0.0753719901119785,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.546,in_aggregate,,
Fe,II,4508.28,2.856,-2.42,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,187.301,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,15.544,0.0358600680718581,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.588,in_aggregate,,
Fe,II,4522.628,2.844,-2.29,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,72.956,0.1094105393253284,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.991,in_aggregate,,
Fe,II,4549.466,2.828,-1.92,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.299,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,46.525,0.0818485726261635,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.678,in_aggregate,,
Fe,II,4583.829,2.807,-1.94,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,185.307,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,39.204,0.0577392443480247,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.178,in_aggregate,,
Fe,II,4233.162,2.583,-2.02,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.309,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,96.71,0.0447118968621422,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.465,in_aggregate,,
Fe,II,4351.762,2.704,-1.95,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.302,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,63.349,0.0953721932180263,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.062,in_aggregate,,
Fe,II,4385.377,2.778,-2.64,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,157.928,0.0589415663990657,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,8.357,in_aggregate,,
Fe,II,4416.819,2.778,-2.57,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,61.048,0.0707150401201504,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.55,in_aggregate,,
Fe,II,4508.28,2.856,-2.42,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,187.301,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,15.388,0.0341040061687601,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.591,in_aggregate,,
Fe,II,4522.628,2.844,-2.29,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,72.767,0.1160731193000217,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.995,in_aggregate,,
Fe,II,4549.466,2.828,-1.92,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.299,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,46.413,0.0735173208047523,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.69,in_aggregate,,
Fe,II,4583.829,2.807,-1.94,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,185.307,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,40.236,0.0504846735387557,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.186,in_aggregate,,
Fe,II,4233.162,2.583,-2.02,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.309,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,96.71,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,7.463,in_aggregate,,
Fe,II,4351.762,2.704,-1.95,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.302,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,63.349,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4385.377,2.778,-2.64,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,157.928,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4416.819,2.778,-2.57,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,61.048,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4508.28,2.856,-2.42,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,187.301,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,15.388,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4522.628,2.844,-2.29,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,72.767,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4549.466,2.828,-1.92,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.299,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,46.413,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4583.829,2.807,-1.94,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,185.307,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,40.236,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,7.185,in_aggregate,,
Fe,II,4233.162,2.583,-2.02,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.309,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,97.395,0.0418225070772753,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.477,in_aggregate,,
Fe,II,4351.762,2.704,-1.95,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.302,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,64.393,0.0922749076728098,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.071,in_aggregate,,
Fe,II,4385.377,2.778,-2.64,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,159.644,0.0672749274779941,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,8.4,in_aggregate,,
Fe,II,4416.819,2.778,-2.57,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,62.026,0.0753719901119785,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.546,in_aggregate,,
Fe,II,4508.28,2.856,-2.42,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,187.301,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,15.544,0.0358600680718581,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.588,in_aggregate,,
Fe,II,4522.628,2.844,-2.29,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,72.956,0.1094105393253284,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.991,in_aggregate,,
Fe,II,4549.466,2.828,-1.92,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.299,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,46.525,0.0818485726261635,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.678,in_aggregate,,
Fe,II,4583.829,2.807,-1.94,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,185.307,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,39.204,0.0577392443480247,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.178,in_aggregate,,
Fe,II,4233.162,2.583,-2.02,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.309,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,122.028,0.0478208205360862,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.46,in_aggregate,,
Fe,II,4351.762,2.704,-1.95,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.302,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,67.37,0.0956814925360532,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.08,in_aggregate,,
Fe,II,4385.377,2.778,-2.64,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,181.024,0.0693699770511031,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,8.33,in_aggregate,,
Fe,II,4416.819,2.778,-2.57,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,28.031,0.0461704922835457,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.552,in_aggregate,,
Fe,II,4508.28,2.856,-2.42,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,187.301,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,16.863,0.0370873232652267,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.568,in_aggregate,,
